Rooms,Type,Price,Distance,Bathroom,Car,logLandsize,logBuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Method_S,Method_SP,Method_VB,Regionname_Northern_Metropolitan,Regionname_South_Eastern_Metropolitan,Regionname_Southern_Metropolitan,Regionname_Victoria,Regionname_Western_Metropolitan,month,year,day_of_week
1,2,452000.0,9.2,1.0,1.0,1.806179973983887,1.724275869600789,1980.0,6,-37.8552,145.05,10412.0,1,0,0,0,0,1,0,0,12,2016,5
3,3,1625000.0,9.2,2.0,2.0,2.5634810853944106,2.103803720955957,1970.0,7,-37.8526,145.0853,10412.0,1,0,0,0,0,1,0,0,12,2016,5
4,1,1800000.0,9.2,3.0,2.0,2.8715729355458786,2.103803720955957,1970.0,6,-37.8566,145.0439,10412.0,0,1,0,0,0,1,0,0,11,2016,5
3,1,1820000.0,9.2,1.0,3.0,2.813580988568192,2.1367205671564067,1930.0,7,-37.8571,145.0766,10412.0,1,0,0,0,0,1,0,0,11,2016,5
1,2,291000.0,9.2,1.0,1.0,3.040602340114073,1.591064607026499,1982.0,6,-37.8576,145.0452,10412.0,0,0,0,0,0,1,0,0,11,2016,5
2,2,710000.0,9.2,1.0,2.0,2.093421685162235,2.103803720955957,1970.0,7,-37.8567,145.0666,10412.0,0,0,1,0,0,1,0,0,11,2016,5
4,1,3000000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,0,1,0,0,1,0,0,11,2016,5
4,1,2376000.0,9.2,2.0,2.0,2.814913181275074,2.3636119798921444,1925.0,7,-37.8479,145.0557,10412.0,1,0,0,0,0,1,0,0,11,2016,5
5,1,2505000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,1,0,0,0,1,0,0,11,2016,5
3,1,1230000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,0,0,0,0,1,0,0,11,2016,5
3,2,1080000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,1,0,0,0,0,1,0,0,11,2016,5
2,1,1020000.0,9.2,1.0,0.0,2.401400540781544,2.103803720955957,1910.0,6,-37.8627,145.0402,10412.0,0,1,0,0,0,1,0,0,11,2016,5
3,1,1456000.0,9.2,1.0,2.0,2.7032913781186614,2.155336037465062,1920.0,6,-37.8541,145.0544,10412.0,0,1,0,0,0,1,0,0,11,2016,5
3,1,1875000.0,9.2,2.0,3.0,2.783903579272735,2.103803720955957,1970.0,7,-37.8534,145.0735,10412.0,1,0,0,0,0,1,0,0,8,2016,5
3,1,1430000.0,9.2,3.0,2.0,2.586587304671755,2.4082399653118496,1970.0,7,-37.8524,145.0425,10412.0,1,0,0,0,0,1,0,0,8,2016,5
6,1,2300000.0,9.2,2.0,2.0,0.0,2.103803720955957,1970.0,7,-37.8519,145.091,10412.0,1,0,0,0,0,1,0,0,5,2016,5
1,3,345000.0,9.2,1.0,1.0,2.8727388274726686,1.6532125137753437,1970.0,6,-37.8505,145.0459,10412.0,0,0,0,0,0,1,0,0,5,2016,5
5,1,2000000.0,9.2,3.0,1.0,2.8432327780980096,2.3961993470957363,1920.0,7,-37.8563,145.0709,10412.0,0,0,0,0,0,1,0,0,5,2016,5
4,1,1550000.0,9.2,0.0,0.0,2.886490725172482,2.103803720955957,1970.0,7,-37.8628,145.0734,10412.0,0,0,0,0,0,1,0,0,5,2016,5
3,1,1625000.0,9.2,2.0,4.0,3.0025979807199086,2.103803720955957,1980.0,6,-37.8528,145.0487,10412.0,1,0,0,0,0,1,0,0,5,2016,5
2,2,480000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,6,-37.8559,145.049,10412.0,0,1,0,0,0,1,0,0,5,2016,5
2,3,585000.0,9.2,1.0,1.0,1.9294189257142926,1.9294189257142926,1960.0,7,-37.8517,145.0796,10412.0,1,0,0,0,0,1,0,0,10,2016,5
5,1,1960000.0,9.2,3.0,2.0,2.813580988568192,2.103803720955957,1940.0,7,-37.8534,145.0785,10412.0,0,0,0,0,0,1,0,0,10,2016,5
4,1,1700000.0,9.2,3.0,1.0,2.813580988568192,2.4265112613645754,1946.0,7,-37.8581,145.078,10412.0,0,0,0,0,0,1,0,0,10,2016,5
2,2,680000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,6,-37.8566,145.0454,10412.0,1,0,0,0,0,1,0,0,10,2016,5
4,1,2225000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,0,0,0,0,1,0,0,10,2016,5
3,3,1220000.0,9.2,2.0,2.0,2.4456042032735974,2.103803720955957,1999.0,6,-37.8574,145.0496,10412.0,1,0,0,0,0,1,0,0,10,2016,5
3,1,1375000.0,9.2,2.0,2.0,2.5171958979499744,2.247973266361807,1990.0,7,-37.8529,145.0605,10412.0,1,0,0,0,0,1,0,0,10,2016,5
2,1,920000.0,9.2,1.0,2.0,2.525044807036845,2.0644579892269186,1930.0,6,-37.8577,145.0576,10412.0,1,0,0,0,0,1,0,0,10,2016,5
2,2,382000.0,9.2,1.0,1.0,3.0293837776852097,1.5314789170422551,1960.0,6,-37.8547,145.0457,10412.0,0,1,0,0,0,1,0,0,7,2016,5
2,2,545000.0,9.2,0.0,0.0,0.0,2.103803720955957,1970.0,6,-37.85,145.0465,10412.0,1,0,0,0,0,1,0,0,7,2016,5
2,2,405000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,1,0,0,0,1,0,0,7,2016,5
4,3,1350000.0,9.2,2.0,2.0,2.5352941200427703,2.103803720955957,1970.0,7,-37.8622,145.0634,10412.0,0,0,1,0,0,1,0,0,7,2016,5
2,1,1280000.0,9.2,1.0,1.0,2.615950051656401,2.093421685162235,1950.0,6,-37.8541,145.05100000000002,10412.0,1,0,0,0,0,1,0,0,7,2016,5
2,2,585000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,1,0,0,0,0,1,0,0,9,2016,5
3,1,1825000.0,9.2,1.0,2.0,2.814913181275074,2.103803720955957,1970.0,7,-37.8552,145.0785,10412.0,1,0,0,0,0,1,0,0,9,2016,5
5,1,2825000.0,9.2,4.0,4.0,2.904715545278681,2.315970345456918,2013.0,7,-37.8627,145.0719,10412.0,0,0,0,0,0,1,0,0,9,2016,5
3,1,2825000.0,9.2,2.0,4.0,2.9474337218870508,2.3384564936046046,1910.0,6,-37.8577,145.0421,10412.0,1,0,0,0,0,1,0,0,9,2016,5
2,2,520000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8538,145.0459,10412.0,0,0,0,0,0,1,0,0,9,2016,5
4,1,1825000.0,9.2,3.0,2.0,2.5646660642520893,1.4313637641589874,1999.0,7,-37.8503,145.0586,10412.0,1,0,0,0,0,1,0,0,9,2016,5
1,2,328000.0,9.2,1.0,0.0,0.0,2.103803720955957,1970.0,7,-37.8588,145.0512,10412.0,1,0,0,0,0,1,0,0,3,2017,5
4,1,2016000.0,9.2,2.0,3.0,2.8656960599160706,2.103803720955957,1970.0,7,-37.8561,145.0864,10412.0,1,0,0,0,0,1,0,0,3,2017,5
5,1,3085000.0,9.2,3.0,3.0,2.8915374576725643,2.514547752660286,2000.0,7,-37.8582,145.0715,10412.0,1,0,0,0,0,1,0,0,3,2017,5
3,1,1710000.0,9.2,1.0,3.0,2.7466341989375787,2.103803720955957,1970.0,6,-37.8556,145.0499,10412.0,1,0,0,0,0,1,0,0,3,2017,5
3,1,1770000.0,9.2,1.0,3.0,2.7810369386211318,2.103803720955957,1970.0,7,-37.8503,145.0754,10412.0,0,1,0,0,0,1,0,0,3,2017,5
3,1,1765000.0,9.2,1.0,2.0,2.813580988568192,2.103803720955957,1970.0,7,-37.8505,145.0852,10412.0,1,0,0,0,0,1,0,0,3,2017,5
2,2,545000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,0,0,0,0,1,0,0,6,2016,5
2,2,511000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,6,-37.8517,145.0459,10412.0,1,0,0,0,0,1,0,0,6,2016,5
3,1,2000000.0,9.2,1.0,2.0,2.9148718175400505,2.103803720955957,1970.0,7,-37.8581,145.0685,10412.0,0,0,0,0,0,1,0,0,6,2016,5
2,1,1600000.0,9.2,2.0,2.0,2.8567288903828825,2.2671717284030137,1950.0,7,-37.858,145.0696,10412.0,0,0,0,0,0,1,0,0,6,2016,5
3,1,1880000.0,9.2,2.0,2.0,2.8254261177678233,2.103803720955957,1920.0,7,-37.8489,145.0711,10412.0,1,0,0,0,0,1,0,0,6,2016,5
5,1,2352500.0,9.2,3.0,2.0,2.808210972924222,2.5276299008713385,1930.0,7,-37.859,145.0656,10412.0,0,0,0,0,0,1,0,0,11,2016,5
5,1,3860000.0,9.2,4.0,2.0,2.919601023784111,2.7168377232995247,2009.0,7,-37.8563,145.072,10412.0,1,0,0,0,0,1,0,0,11,2016,5
4,1,2625000.0,9.2,3.0,2.0,2.924795995797912,2.514547752660286,1930.0,7,-37.8538,145.0641,10412.0,0,0,0,0,0,1,0,0,11,2016,5
2,2,856500.0,9.2,1.0,1.0,0.0,2.103803720955957,1960.0,6,-37.8566,145.0553,10412.0,1,0,0,0,0,1,0,0,11,2016,5
3,2,652000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,1,0,0,0,0,1,0,0,5,2016,6
5,1,1650000.0,9.2,2.0,2.0,2.603144372620182,2.103803720955957,1970.0,6,-37.8572,145.0555,10412.0,0,0,0,0,0,1,0,0,5,2016,6
2,3,600000.0,9.2,1.0,1.0,0.0,3.058426024457005,1970.0,6,-37.8506,145.0465,10412.0,0,0,1,0,0,1,0,0,8,2016,0
2,2,690000.0,9.2,1.0,2.0,2.2227164711475833,2.103803720955957,1970.0,7,-37.863,145.0631,10412.0,1,0,0,0,0,1,0,0,9,2016,5
3,3,1200000.0,9.2,2.0,2.0,2.733999286538387,2.103803720955957,1970.0,6,-37.8628,145.0486,10412.0,0,0,1,0,0,1,0,0,9,2016,5
4,1,3010000.0,9.2,3.0,2.0,2.8312296938670634,2.103803720955957,1910.0,7,-37.8476,145.0554,10412.0,1,0,0,0,0,1,0,0,9,2016,5
2,2,785000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,7,-37.8488,145.0573,10412.0,1,0,0,0,0,1,0,0,9,2016,5
4,1,1950000.0,9.2,2.0,2.0,2.8898617212581885,2.1931245983544616,1960.0,7,-37.8561,145.0934,10412.0,0,1,0,0,0,1,0,0,2,2017,5
3,1,2200000.0,9.2,1.0,2.0,2.8457180179666586,2.155336037465062,1930.0,7,-37.8553,145.0711,10412.0,1,0,0,0,0,1,0,0,2,2017,5
3,1,1751000.0,9.2,1.0,3.0,2.785329835010767,2.1492191126553797,1930.0,7,-37.8542,145.0733,10412.0,1,0,0,0,0,1,0,0,2,2017,5
4,1,1857000.0,9.2,2.0,3.0,2.739572344450092,2.3138672203691533,1930.0,6,-37.8536,145.0547,10412.0,1,0,0,0,0,1,0,0,2,2017,5
1,2,375000.0,9.2,1.0,1.0,2.780317312140151,2.103803720955957,1970.0,6,-37.8597,145.0571,10412.0,0,0,0,0,0,1,0,0,2,2017,5
2,2,720000.0,9.2,1.0,2.0,0.0,1.8750612633917,1940.0,7,-37.8468,145.0515,10412.0,0,0,1,0,0,1,0,0,2,2017,5
3,1,1500000.0,9.2,1.0,3.0,2.60422605308447,2.03342375548695,1935.0,7,-37.8471,145.05100000000002,10412.0,1,0,0,0,0,1,0,0,2,2017,5
4,1,2725000.0,9.2,3.0,2.0,2.7810369386211318,2.392696953259666,2007.0,7,-37.8521,145.0657,10412.0,1,0,0,0,0,1,0,0,2,2017,5
2,1,1723000.0,9.2,1.0,1.0,2.74350976472843,2.103803720955957,1970.0,7,-37.8464,145.0511,10412.0,1,0,0,0,0,1,0,0,7,2016,1
2,2,529500.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,6,-37.8572,145.0423,10412.0,1,0,0,0,0,1,0,0,7,2016,1
3,1,2800000.0,9.2,1.0,2.0,2.8825245379548803,2.187520720836463,1930.0,6,-37.8575,145.0554,10412.0,1,0,0,0,0,1,0,0,7,2016,1
3,1,1665000.0,9.2,1.0,2.0,2.8363241157067516,2.1583624920952498,1941.0,7,-37.8538,145.0842,10412.0,1,0,0,0,0,1,0,0,6,2016,0
2,2,600000.0,9.2,1.0,1.0,0.0,1.9084850188786497,1960.0,6,-37.8555,145.0518,10412.0,1,0,0,0,0,1,0,0,6,2016,0
3,1,1420000.0,9.2,1.0,2.0,2.7895807121644256,2.783903579272735,1940.0,7,-37.8578,145.0919,10412.0,1,0,0,0,0,1,0,0,6,2016,0
3,3,1275000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,0,1,0,0,1,0,0,11,2016,6
3,1,1550000.0,9.2,2.0,2.0,2.4885507165004443,2.103803720955957,1970.0,7,-37.8531,145.086,10412.0,1,0,0,0,0,1,0,0,11,2016,6
1,2,420000.0,9.2,1.0,1.0,2.906335041805091,2.103803720955957,2011.0,7,-37.8592,145.0484,10412.0,0,0,1,0,0,1,0,0,11,2016,6
4,1,1920000.0,9.2,2.0,2.0,2.8494194137968996,2.103803720955957,1970.0,7,-37.8573,145.0904,10412.0,1,0,0,0,0,1,0,0,11,2016,6
5,1,2100000.0,9.2,3.0,2.0,2.8432327780980096,2.103803720955957,1989.0,7,-37.8478,145.0566,10412.0,1,0,0,0,0,1,0,0,11,2016,6
5,1,2410000.0,9.2,2.0,2.0,2.816241299991783,2.550228353055094,2015.0,7,-37.8515,145.0922,10412.0,0,0,0,0,0,1,0,0,11,2016,6
4,1,2100000.0,9.2,2.0,2.0,2.8102325179950842,2.3364597338485296,1930.0,7,-37.8516,145.061,10412.0,0,0,0,0,0,1,0,0,11,2016,6
4,1,2950000.0,9.2,2.0,2.0,3.1720188094245563,2.4712917110589387,1966.0,7,-37.8509,145.0856,10412.0,1,0,0,0,0,1,0,0,11,2016,6
2,2,390000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,6,-37.8497,145.0466,10412.0,1,0,0,0,0,1,0,0,5,2016,5
5,1,3365000.0,9.2,2.0,2.0,3.1271047983648077,2.432969290874406,1925.0,6,-37.8649,145.0547,10412.0,1,0,0,0,0,1,0,0,5,2016,5
4,1,1390000.0,9.2,2.0,3.0,2.5998830720736876,2.103803720955957,1970.0,7,-37.8578,145.06799999999998,10412.0,1,0,0,0,0,1,0,0,5,2016,5
4,1,1802000.0,9.2,3.0,2.0,2.59659709562646,2.103803720955957,1980.0,7,-37.8523,145.0603,10412.0,1,0,0,0,0,1,0,0,5,2016,5
3,1,1950000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,1,0,0,0,0,1,0,0,8,2016,6
3,1,1310000.0,9.2,1.0,2.0,2.667452952889954,2.103803720955957,1970.0,7,-37.8539,145.0702,10412.0,1,0,0,0,0,1,0,0,8,2016,6
3,1,1931000.0,9.2,2.0,2.0,2.812244696800369,2.287801729930226,1975.0,7,-37.8547,145.0771,10412.0,1,0,0,0,0,1,0,0,8,2016,6
4,1,1528800.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,1,0,0,0,0,1,0,0,8,2016,6
4,1,2000000.0,9.2,2.0,4.0,2.60422605308447,2.103803720955957,1970.0,7,-37.8583,145.0726,10412.0,0,0,0,0,0,1,0,0,8,2016,6
2,1,1250000.0,9.2,1.0,2.0,2.6424645202421213,2.03342375548695,1910.0,6,-37.8511,145.0428,10412.0,1,0,0,0,0,1,0,0,8,2016,6
5,1,2400000.0,9.2,3.0,2.0,2.8512583487190755,2.828015064223977,1930.0,7,-37.8529,145.0806,10412.0,0,0,1,0,0,1,0,0,7,2016,5
2,2,460000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,6,-37.8578,145.0537,10412.0,0,0,0,0,0,1,0,0,7,2016,5
2,1,1541000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,1,0,0,0,0,1,0,0,7,2016,5
3,3,585000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,1,610000.0,13.0,1.0,2.0,2.8432327780980096,2.0755469613925306,1960.0,1,-37.6972,144.9431,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,3,480000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,0,1,1,0,0,0,0,9,2016,5
3,1,681500.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,1,640000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,1,712000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,1,610000.0,13.0,1.0,3.0,2.8068580295188172,2.161368002234975,1960.0,1,-37.6979,144.9335,8870.0,1,0,0,1,0,0,0,0,12,2016,5
3,3,555000.0,13.0,2.0,2.0,2.3891660843645326,0.6020599913279624,1970.0,1,-37.6969,144.9299,8870.0,0,1,0,1,0,0,0,0,12,2016,5
3,1,500000.0,13.0,1.0,1.0,2.5276299008713385,2.103803720955957,1970.0,1,-37.7088,144.9356,8870.0,1,0,0,1,0,0,0,0,12,2016,5
3,1,800000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,12,2016,5
3,1,806500.0,13.0,1.0,2.0,2.884795363948981,2.1072099696478683,1965.0,1,-37.6988,144.9372,8870.0,1,0,0,1,0,0,0,0,12,2016,5
5,1,1150000.0,13.0,3.0,2.0,2.8457180179666586,2.103803720955957,1970.0,1,-37.7095,144.9253,8870.0,0,0,0,1,0,0,0,0,12,2016,5
5,1,850000.0,13.0,3.0,1.0,2.6884198220027105,2.103803720955957,1970.0,1,-37.7088,144.92600000000002,8870.0,0,0,0,1,0,0,0,0,3,2017,5
3,3,565000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,3,2017,5
2,1,758000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,3,2017,5
3,1,590000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,3,2017,5
4,1,550000.0,13.0,2.0,1.0,2.835056101720116,2.143014800254095,2017.0,1,-37.6964,144.9314,8870.0,0,0,1,1,0,0,0,0,3,2017,5
3,1,822000.0,13.0,1.0,4.0,2.8457180179666586,2.0253058652647704,1950.0,1,-37.6988,144.9438,8870.0,1,0,0,1,0,0,0,0,3,2017,5
3,1,980000.0,13.0,2.0,3.0,3.012837224705172,2.1367205671564067,1950.0,1,-37.7115,144.9147,8870.0,0,1,0,1,0,0,0,0,3,2017,5
2,1,625000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,3,2017,5
3,1,645150.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,6,2016,5
2,1,607000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,6,2016,5
3,1,670000.0,13.0,1.0,1.0,2.814913181275074,2.103803720955957,1970.0,1,-37.7062,144.9261,8870.0,1,0,0,1,0,0,0,0,8,2016,5
2,2,430000.0,13.0,1.0,1.0,2.2174839442139063,2.0043213737826426,2010.0,1,-37.7072,144.9252,8870.0,0,0,0,1,0,0,0,0,8,2016,5
2,1,852500.0,13.0,1.0,2.0,2.9206450014067875,2.103803720955957,1970.0,1,-37.7126,144.9122,8870.0,1,0,0,1,0,0,0,0,8,2016,5
4,1,1025000.0,13.0,2.0,4.0,3.0051805125037805,2.103803720955957,1970.0,1,-37.712,144.9127,8870.0,1,0,0,1,0,0,0,0,8,2016,5
2,1,540000.0,13.0,1.0,1.0,2.2174839442139063,2.060697840353612,2010.0,1,-37.7082,144.9178,8870.0,0,0,1,1,0,0,0,0,5,2016,5
3,3,500000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,5,2016,5
3,1,625000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,5,2016,5
5,1,665000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,11,2016,0
2,1,530000.0,13.0,1.0,2.0,2.808885867359812,2.103803720955957,1970.0,1,-37.6978,144.9276,8870.0,0,1,0,1,0,0,0,0,11,2016,0
3,1,721000.0,13.0,1.0,2.0,2.829303772831025,2.103803720955957,1976.0,1,-37.7102,144.9362,8870.0,1,0,0,1,0,0,0,0,10,2016,5
3,1,737000.0,13.0,1.0,4.0,2.8068580295188172,1.9912260756924949,1950.0,1,-37.6986,144.9243,8870.0,1,0,0,1,0,0,0,0,10,2016,5
3,1,575500.0,13.0,1.0,1.0,2.846337112129805,2.103803720955957,1970.0,1,-37.6953,144.9397,8870.0,1,0,0,1,0,0,0,0,10,2016,5
3,1,600000.0,13.0,1.0,2.0,2.846955325019824,2.103803720955957,1970.0,1,-37.6999,144.9387,8870.0,1,0,0,1,0,0,0,0,10,2016,5
3,1,460000.0,13.0,2.0,2.0,2.3521825181113627,0.6020599913279624,1950.0,1,-37.702,144.9507,8870.0,0,1,0,1,0,0,0,0,10,2016,5
3,3,370000.0,13.0,2.0,1.0,2.4149733479708178,2.103803720955957,2003.0,1,-37.6977,144.9149,8870.0,0,0,0,1,0,0,0,0,10,2016,5
3,1,691000.0,13.0,1.0,2.0,2.877371345869774,2.103803720955957,1970.0,1,-37.7065,144.9374,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,1,500000.0,13.0,1.0,1.0,2.7708520116421442,2.103803720955957,1970.0,1,-37.6993,144.9393,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,1,485000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,9,2016,5
2,3,402000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,9,2016,5
3,2,541000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,9,2016,5
3,3,545000.0,13.0,2.0,1.0,2.1367205671564067,2.1172712956557644,2014.0,1,-37.7112,144.9142,8870.0,1,0,0,1,0,0,0,0,9,2016,5
2,3,455000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,12,2016,5
3,1,670000.0,13.0,1.0,4.0,2.8662873390841948,2.1492191126553797,1960.0,1,-37.7007,144.9378,8870.0,0,0,0,1,0,0,0,0,12,2016,5
3,1,572000.0,13.0,1.0,2.0,2.797959643737196,2.103803720955957,1970.0,1,-37.6974,144.9326,8870.0,1,0,0,1,0,0,0,0,12,2016,5
4,1,702000.0,13.0,1.0,4.0,2.7831886910752575,2.0969100130080562,1956.0,1,-37.7104,144.9088,8870.0,1,0,0,1,0,0,0,0,12,2016,5
2,1,730000.0,13.0,1.0,1.0,2.8488047010518036,2.0644579892269186,1950.0,1,-37.706,144.9245,8870.0,1,0,0,1,0,0,0,0,12,2016,5
2,3,449000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,12,2016,5
2,1,680000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,12,2016,5
2,3,410000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,0,0,1,0,0,0,0,12,2016,5
3,1,711500.0,13.0,1.0,3.0,2.824776462475546,1.9138138523837167,1950.0,1,-37.7005,144.9185,8870.0,1,0,0,1,0,0,0,0,12,2016,5
3,1,820000.0,13.0,2.0,4.0,2.906335041805091,2.103803720955957,1970.0,1,-37.708,144.9211,8870.0,0,0,1,1,0,0,0,0,12,2016,5
5,1,810000.0,13.0,4.0,4.0,2.842609239610562,2.247973266361807,1950.0,1,-37.7028,144.9377,8870.0,1,0,0,1,0,0,0,0,3,2017,5
3,3,580000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,3,2017,5
2,1,438000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,6,2016,6
2,2,250000.0,13.0,1.0,1.0,0.0,1.792391689498254,1970.0,1,-37.711,144.9178,8870.0,0,1,0,1,0,0,0,0,11,2016,5
3,3,460000.0,13.0,1.0,1.0,2.513217600067939,2.0293837776852097,1970.0,1,-37.7001,144.9291,8870.0,1,0,0,1,0,0,0,0,11,2016,5
4,1,835000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,11,2016,5
3,3,550000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,11,2016,5
3,1,793000.0,13.0,1.0,2.0,2.8926510338773004,2.0827853703164503,1960.0,1,-37.7,144.9427,8870.0,1,0,0,1,0,0,0,0,11,2016,5
2,2,340000.0,13.0,1.0,1.0,0.0,1.8750612633917,1970.0,1,-37.7071,144.9176,8870.0,1,0,0,1,0,0,0,0,11,2016,5
3,1,596000.0,13.0,1.0,3.0,2.7958800173440754,2.103803720955957,1970.0,1,-37.6967,144.9313,8870.0,1,0,0,1,0,0,0,0,11,2016,5
3,3,642000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,5,2016,5
3,1,670000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,5,2016,5
3,1,525000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,0,1,0,1,0,0,0,0,5,2016,5
3,1,447500.0,13.0,1.0,1.0,2.506505032404872,2.1172712956557644,2000.0,1,-37.6949,144.9122,8870.0,1,0,0,1,0,0,0,0,10,2016,5
