age,education,housing,contact_cellular,month,day_of_week,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,job_blue_collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self_employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,loan_unknown,loan_yes
50.0,6,1,1,9,3,3.1316186643491255,0.6020599913279624,0,0,-3.4,92.379,-29.8,0.749,5017.5,no,False,False,False,False,False,False,False,False,True,False,True,False,False,True
61.0,6,1,1,4,4,2.4265112613645754,0.8450980400142568,0,0,-1.8,93.075,-47.1,1.406,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,True
37.0,6,1,1,4,3,2.1335389083702174,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.415,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35.0,5,1,0,5,1,2.3364597338485296,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55.0,4,1,1,8,1,2.3010299956639813,0.7781512503836436,0,0,-0.1,93.444,-41.8,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,True
47.0,4,0,1,8,1,2.6324572921847245,0.6020599913279624,0,0,1.4,93.444,-36.1,4.97,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
79.0,3,0,1,9,2,2.2600713879850747,0.47712125471966244,0,1,-3.4,92.379,-29.8,0.819,5017.5,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
37.0,4,1,1,8,3,2.6180480967120925,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.884,5076.2,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
33.0,6,0,1,4,3,2.645422269349092,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.415,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
52.0,3,1,1,11,2,1.7403626894942439,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.153,5195.8,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
32.0,4,1,1,5,4,3.0199466816788423,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.327,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,True
35.0,5,1,1,4,4,2.615950051656401,0.47712125471966244,1,1,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
50.0,6,1,1,5,3,2.1931245983544616,0.6989700043360189,0,0,-1.8,92.893,-46.2,1.27,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46.0,3,1,1,7,2,2.428134794028789,0.47712125471966244,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
30.0,6,0,1,9,1,2.3010299956639813,0.9030899869919435,0,0,-3.4,92.379,-29.8,0.797,5017.5,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38.0,4,1,1,4,1,2.1367205671564067,0.6989700043360189,0,0,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
27.0,5,0,1,7,5,2.6273658565927325,0.6989700043360189,0,0,-1.7,94.215,-40.3,0.79,4991.6,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
27.0,3,1,0,7,3,2.0211892990699383,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
44.0,5,0,1,7,1,2.845098040014257,0.6020599913279624,0,0,1.4,93.918,-42.7,4.962,5228.1,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
19.0,6,0,1,8,2,2.285557309007774,0.47712125471966244,0,1,-1.7,94.027,-38.3,0.904,4991.6,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
23.0,5,1,1,7,2,2.8344207036815328,0.6020599913279624,1,1,-2.9,92.469,-33.6,1.044,5076.2,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29.0,6,1,1,4,3,2.591064607026499,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.415,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,5,0,1,7,3,1.9030899869919435,0.6989700043360189,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
31.0,4,0,1,8,5,2.287801729930226,0.6020599913279624,0,0,1.4,93.444,-36.1,4.966,5228.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,2,1,1,11,3,2.506505032404872,0.6989700043360189,0,0,-0.1,93.2,-42.0,4.12,5195.8,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
30.0,4,1,1,10,1,2.3344537511509307,0.47712125471966244,1,1,-1.1,94.601,-49.5,1.032,4963.6,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
32.0,1,0,1,5,1,2.9180303367848803,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.244,5099.1,yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51.0,6,0,1,8,5,2.738780558484369,0.6989700043360189,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
59.0,3,0,1,8,1,2.0253058652647704,1.0413926851582251,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,True,False,False,False,False,False,True,False,False,False
41.0,6,0,1,6,1,2.24551266781415,0.47712125471966244,0,0,-2.9,92.963,-40.8,1.266,5076.2,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,6,1,0,5,2,2.3201462861110542,0.47712125471966244,0,0,1.1,93.994,-36.4,4.856,5191.0,no,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30.0,6,1,1,9,2,2.164352855784437,0.47712125471966244,0,0,-3.4,92.379,-29.8,0.788,5017.5,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False
25.0,6,0,1,8,3,2.230448921378274,0.6020599913279624,0,1,-2.9,92.201,-31.4,0.879,5076.2,no,False,False,False,False,False,True,False,False,False,False,False,True,False,False
30.0,6,0,0,8,3,2.7701152947871015,0.6989700043360189,0,0,1.4,93.444,-36.1,4.964,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21.0,5,0,1,10,2,2.0569048513364727,0.47712125471966244,0,0,-3.4,92.431,-26.9,0.728,5017.5,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
38.0,5,1,1,7,3,2.526339277389844,0.8450980400142568,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
47.0,6,0,1,8,4,2.6334684555795866,0.47712125471966244,0,0,1.4,93.444,-36.1,4.963,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
76.0,1,0,1,8,2,2.2695129442179165,0.47712125471966244,0,1,-1.7,94.027,-38.3,0.886,4991.6,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32.0,2,1,0,7,3,2.220108088040055,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
20.0,5,1,1,11,3,2.2227164711475833,0.47712125471966244,1,1,-3.4,92.649,-30.1,0.715,5017.5,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
53.0,4,0,0,5,2,2.5575072019056577,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.291,5099.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,1,0,1,11,3,2.2430380486862944,0.47712125471966244,0,1,-0.1,93.2,-42.0,4.12,5195.8,no,False,False,False,False,False,True,False,False,False,False,False,True,False,False
38.0,5,0,1,8,3,2.462397997898956,0.6020599913279624,0,0,-2.9,92.201,-31.4,0.879,5076.2,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32.0,5,1,1,8,1,2.7831886910752575,0.6989700043360189,0,0,1.4,93.444,-36.1,4.965,5228.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,1,0,0,5,1,1.845098040014257,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
39.0,6,0,0,5,3,2.2430380486862944,0.47712125471966244,0,0,1.1,93.994,-36.4,4.858,5191.0,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31.0,5,0,1,10,4,2.155336037465062,0.47712125471966244,0,0,-3.4,92.431,-26.9,0.722,5017.5,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38.0,6,1,0,7,5,1.7403626894942439,0.9542425094393249,0,0,1.4,93.918,-42.7,4.957,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38.0,6,1,0,6,2,2.996949248495381,0.47712125471966244,0,0,1.4,94.465,-41.8,4.864,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,4,0,1,11,5,2.725094521081469,0.47712125471966244,0,1,-0.1,93.2,-42.0,4.021,5195.8,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26.0,3,1,0,6,1,2.012837224705172,1.568201724066995,0,0,1.4,94.465,-41.8,4.96,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
28.0,6,0,1,5,4,2.8115750058705933,0.7781512503836436,0,0,-1.8,92.893,-46.2,1.266,5099.1,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,True
45.0,4,0,1,11,4,2.997386384397313,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.076,5195.8,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
36.0,6,1,0,10,4,2.3961993470957363,0.47712125471966244,0,0,-0.1,93.798,-40.4,4.794,5195.8,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False
29.0,5,1,1,7,2,2.4149733479708178,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,4,0,0,6,3,3.1844074854123203,0.6020599913279624,0,0,-0.1,93.444,-41.8,4.962,5228.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
80.0,1,0,1,5,1,2.583198773968623,0.47712125471966244,1,1,-1.8,93.876,-40.0,0.697,5008.7,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
32.0,1,0,1,7,1,2.950364854376123,0.7781512503836436,0,0,1.4,93.918,-42.7,4.96,5228.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
31.0,6,0,0,7,4,2.432969290874406,0.47712125471966244,1,1,-1.7,94.215,-40.3,0.899,4991.6,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31.0,6,0,1,11,5,2.6981005456233897,0.47712125471966244,0,1,-3.4,92.649,-30.1,0.714,5017.5,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
34.0,4,1,1,7,4,1.0791812460476249,0.6989700043360189,0,0,1.4,93.918,-42.7,4.968,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
33.0,6,1,1,10,4,2.8808135922807914,0.47712125471966244,1,1,-1.1,94.601,-49.5,1.025,4963.6,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
54.0,5,0,1,8,3,1.462397997898956,1.0791812460476249,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30.0,5,1,1,7,1,3.0622058088197126,0.6989700043360189,0,0,1.4,93.918,-42.7,4.962,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
46.0,4,1,1,5,1,2.635483746814912,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.244,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45.0,4,1,0,5,3,2.7528164311882715,0.47712125471966244,0,0,1.1,93.994,-36.4,4.858,5191.0,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55.0,5,1,1,11,2,2.0293837776852097,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.153,5195.8,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35.0,5,1,1,3,4,2.0718820073061255,0.6020599913279624,0,0,-1.8,92.843,-50.0,1.538,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
59.0,6,1,1,5,5,2.9542425094393248,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.25,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,3,1,1,7,3,2.893206753059848,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,True,False
88.0,1,0,1,3,3,2.4265112613645754,0.6020599913279624,0,0,-1.8,92.843,-50.0,1.663,5099.1,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51.0,4,1,1,9,1,2.9253120914996495,0.6020599913279624,0,1,-1.1,94.199,-37.5,0.882,4963.6,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
33.0,2,0,0,5,3,3.073351702386901,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
27.0,5,0,0,5,5,2.037426497940624,0.6020599913279624,0,0,1.1,93.994,-36.4,4.855,5191.0,no,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,3,1,1,5,4,1.7075701760979363,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.327,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,True,False
23.0,3,1,1,12,2,2.507855871695831,0.6020599913279624,0,0,-3.0,92.713,-33.0,0.708,5023.5,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
35.0,6,1,1,4,4,2.5899496013257077,0.6020599913279624,0,0,-1.8,93.749,-34.6,0.659,5008.7,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.0,6,0,0,6,1,3.121887985103681,1.0413926851582251,0,0,1.4,94.465,-41.8,4.96,5228.1,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
60.0,4,0,1,7,2,1.919078092376074,0.47712125471966244,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
37.0,3,1,1,7,4,2.5403294747908736,0.6020599913279624,0,0,1.4,93.918,-42.7,4.968,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1,0,1,5,1,3.0038911662369103,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.244,5099.1,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
31.0,6,1,1,5,4,2.6364878963533656,0.47712125471966244,0,0,-0.1,93.444,-41.8,1.266,5099.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
50.0,6,1,1,5,3,2.247973266361807,0.6020599913279624,1,1,-1.8,93.876,-40.0,0.682,5008.7,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
64.0,6,0,1,3,2,2.146128035678238,0.6020599913279624,1,1,-1.8,93.369,-34.8,0.652,5008.7,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
50.0,3,1,1,4,4,3.1354506993455136,0.6020599913279624,0,1,-1.8,93.075,-47.1,1.41,5099.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
43.0,6,1,1,5,2,2.630427875025024,0.47712125471966244,0,1,-0.1,93.444,-41.8,1.291,5099.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,True,False
48.0,5,1,1,8,1,2.8524799936368566,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.861,5076.2,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
41.0,4,0,0,5,4,2.0530784434834195,0.6020599913279624,0,0,1.1,93.994,-36.4,4.855,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
41.0,3,0,0,6,5,3.035829825252828,0.47712125471966244,0,0,1.4,94.465,-41.8,4.967,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
44.0,4,1,1,11,4,2.9694159123539814,0.7781512503836436,0,0,-0.1,93.2,-42.0,4.076,5195.8,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
57.0,5,1,1,8,4,2.681241237375587,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.873,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,4,1,1,3,2,2.247973266361807,0.47712125471966244,0,0,-1.8,93.369,-34.8,0.652,5008.7,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,True
44.0,3,0,1,7,5,2.2695129442179165,0.6989700043360189,0,0,1.4,93.918,-42.7,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True
50.0,1,1,1,4,4,2.416640507338281,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.483,5099.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,True
50.0,6,1,1,8,4,1.9590413923210936,0.6020599913279624,0,0,1.4,93.444,-36.1,4.968,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
36.0,6,0,1,6,3,2.8494194137968996,0.47712125471966244,1,1,-1.7,94.055,-39.8,0.739,4991.6,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64.0,5,1,1,10,5,2.1172712956557644,0.47712125471966244,0,1,-3.4,92.431,-26.9,0.73,5017.5,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
46.0,2,0,1,5,1,2.9854264740830017,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.299,5099.1,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.0,3,1,1,9,2,2.9425041061680806,0.47712125471966244,0,0,-3.4,92.379,-29.8,0.77,5017.5,yes,False,False,False,False,False,False,False,True,False,False,False,True,True,False
38.0,4,1,1,5,1,2.7664128471123997,0.9030899869919435,1,1,-1.8,93.876,-40.0,0.682,5008.7,yes,False,True,False,False,False,False,False,False,False,False,True,False,False,False
43.0,4,1,0,5,2,2.2095150145426308,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True
37.0,5,1,1,4,5,2.2355284469075487,0.47712125471966244,0,1,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26.0,3,1,1,3,1,3.1607685618611283,0.6020599913279624,0,0,-1.8,92.843,-50.0,1.811,5099.1,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
54.0,6,0,1,5,1,2.5289167002776547,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.264,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28.0,5,1,1,7,2,2.649334858712142,0.6020599913279624,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,3,1,1,5,2,1.919078092376074,0.7781512503836436,0,0,-1.8,92.893,-46.2,1.291,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
25.0,5,1,1,7,4,2.678518379040114,0.7781512503836436,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,4,1,1,7,3,3.0330214446829107,1.0,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
59.0,6,0,0,6,2,2.12057393120585,0.7781512503836436,0,0,1.4,94.465,-41.8,4.864,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
32.0,6,1,1,7,3,1.9912260756924949,0.6989700043360189,0,0,-2.9,92.469,-33.6,1.029,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,3,1,1,5,1,2.8182258936139557,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.299,5099.1,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
39.0,1,1,1,7,4,2.5899496013257077,0.6020599913279624,0,0,1.4,93.918,-42.7,4.958,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,4,0,1,9,4,2.832508912706236,0.47712125471966244,0,0,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
57.0,6,1,1,5,5,2.7442929831226763,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.259,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42.0,2,1,0,5,2,1.954242509439325,0.8450980400142568,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
36.0,5,1,1,8,1,2.8000293592441343,0.9030899869919435,0,0,1.4,93.444,-36.1,4.965,5228.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
55.0,5,0,0,5,5,2.9661417327390325,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
53.0,1,0,0,5,4,2.2528530309798933,0.47712125471966244,0,0,1.1,93.994,-36.4,4.855,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32.0,3,0,1,7,4,1.9030899869919435,0.6989700043360189,0,0,1.4,93.918,-42.7,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
47.0,4,1,1,4,2,2.385606273598312,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.405,5099.1,yes,False,False,True,False,False,False,False,False,False,False,False,True,False,False
32.0,5,0,1,5,5,2.093421685162235,0.6989700043360189,0,0,-1.8,92.893,-46.2,1.25,5099.1,no,False,False,False,False,False,False,True,False,False,False,False,True,False,False
49.0,5,1,1,5,2,2.8254261177678233,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.344,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37.0,5,0,1,7,2,2.8530895298518657,0.9030899869919435,0,0,1.4,93.918,-42.7,4.961,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,5,1,1,7,1,2.0453229787866576,0.6020599913279624,0,0,1.4,93.918,-42.7,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,True
44.0,3,1,1,5,1,2.7299742856995555,0.6020599913279624,0,1,-1.8,92.893,-46.2,1.244,5099.1,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
59.0,1,1,1,10,2,2.7151673578484576,0.6020599913279624,1,1,-3.4,92.431,-26.9,0.737,5017.5,yes,False,False,True,False,False,False,False,False,False,False,True,False,False,False
27.0,6,1,1,7,1,2.100370545117563,0.6020599913279624,0,0,-2.9,92.469,-33.6,0.944,5076.2,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False
28.0,4,1,0,8,5,2.4409090820652177,0.9030899869919435,0,0,-2.9,92.201,-31.4,0.869,5076.2,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
28.0,6,1,1,5,2,2.514547752660286,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.266,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,6,1,1,8,1,1.7634279935629373,0.47712125471966244,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
38.0,5,0,1,9,5,2.4099331233312946,0.6020599913279624,0,0,-1.1,94.199,-37.5,0.878,4963.6,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46.0,3,0,1,8,1,2.089905111439398,0.47712125471966244,0,0,1.4,93.444,-36.1,4.97,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
69.0,5,1,1,4,3,2.187520720836463,0.7781512503836436,0,1,-1.8,93.075,-47.1,1.372,5099.1,no,False,False,False,False,True,False,False,False,False,False,True,False,False,False
46.0,4,0,0,6,4,3.1604685311190375,0.47712125471966244,0,0,1.4,94.465,-41.8,4.866,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
53.0,6,0,1,9,2,2.6074550232146687,0.6020599913279624,1,1,-1.1,94.199,-37.5,0.877,4963.6,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61.0,6,1,1,4,2,2.3364597338485296,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.423,5099.1,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
53.0,1,0,1,8,5,2.7193312869837265,0.47712125471966244,0,0,1.4,93.444,-36.1,4.966,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,6,0,1,4,4,2.4345689040341987,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.41,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.0,6,0,1,10,2,2.4727564493172123,0.6989700043360189,0,0,-3.4,92.431,-26.9,0.744,5017.5,yes,False,False,True,False,False,False,False,False,False,False,False,True,False,False
33.0,4,0,1,7,2,1.9867717342662448,0.6020599913279624,0,0,-0.1,93.444,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,6,1,1,11,4,1.954242509439325,0.47712125471966244,1,1,-3.4,92.649,-30.1,0.714,5017.5,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,6,0,1,5,5,2.3010299956639813,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.259,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
60.0,1,0,1,10,1,1.99563519459755,0.47712125471966244,0,0,-3.4,92.431,-26.9,0.739,5017.5,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
43.0,6,1,0,5,2,2.6283889300503116,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,False,True,True,False,False,False
34.0,6,0,0,11,2,1.9344984512435677,0.47712125471966244,0,0,-3.4,92.649,-30.1,0.715,5017.5,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,True
54.0,5,0,1,4,4,2.582063362911709,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50.0,2,1,1,5,1,2.4683473304121573,0.6989700043360189,1,1,-1.8,92.893,-46.2,1.354,5099.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
56.0,3,1,1,8,4,2.0827853703164503,0.47712125471966244,0,0,1.4,93.444,-36.1,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
42.0,3,1,0,6,1,2.6464037262230695,1.0,0,0,1.4,94.465,-41.8,4.961,5228.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
48.0,5,1,1,8,3,2.2810333672477277,0.47712125471966244,0,0,1.4,93.444,-36.1,4.967,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,True
34.0,4,0,1,7,3,2.709269960975831,0.6989700043360189,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
45.0,3,0,0,6,5,3.0831441431430524,0.47712125471966244,0,0,1.4,94.465,-41.8,4.959,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,True
75.0,6,1,1,7,4,2.361727836017593,0.47712125471966244,0,1,-1.7,94.215,-40.3,0.81,4991.6,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
25.0,6,1,1,8,5,2.0863598306747484,0.47712125471966244,1,1,-2.9,92.201,-31.4,0.825,5076.2,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
58.0,2,1,1,7,4,2.4871383754771865,0.9542425094393249,0,0,1.4,93.918,-42.7,4.968,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
