age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
53.0;services;married;high.school;unknown;yes;no;telephone;may;mon;107.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
63.0;management;married;basic.4y;unknown;yes;no;cellular;nov;tue;131.0;4;999;2;failure;-3.4;92.649;-30.1;0.715;5017.5;yes
23.0;technician;married;professional.course;no;yes;yes;cellular;oct;thu;408.0;2;999;0;;-3.4;92.431;-26.9;0.722;5017.5;no
51.0;services;married;basic.6y;no;yes;no;telephone;may;thu;176.0;3;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
39.0;admin.;married;high.school;no;no;no;cellular;may;mon;597.0;1;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
44.0;technician;single;;unknown;no;no;telephone;may;wed;267.0;2;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
34.0;technician;single;university.degree;no;no;no;cellular;mar;thu;251.0;1;999;2;failure;-1.8;93.369;-34.8;0.654;5008.7;yes
29.0;technician;single;professional.course;no;no;no;telephone;may;tue;125.0;4;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
38.0;technician;married;university.degree;no;no;no;cellular;mar;tue;261.0;1;999;0;;-1.8;92.843;-50.0;1.687;5099.1;yes
23.0;blue collar;married;basic.9y;no;yes;no;telephone;jun;wed;298.0;3;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
56.0;retired;married;professional.course;no;no;no;cellular;oct;thu;133.0;1;3;1;success;-3.4;92.431;-26.9;0.733;5017.5;yes
29.0;admin.;single;university.degree;no;yes;no;telephone;jun;tue;128.0;1;999;0;;-2.9;92.963;-40.8;1.262;5076.2;no
28.0;services;married;basic.9y;no;yes;no;cellular;oct;fri;847.0;1;2;1;success;-3.4;92.431;-26.9;0.739;5017.5;yes
36.0;admin.;married;high.school;no;unknown;unknown;telephone;may;wed;52.0;1;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
45.0;management;married;university.degree;no;yes;no;cellular;aug;fri;334.0;4;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
65.0;retired;married;basic.4y;no;no;no;cellular;oct;fri;187.0;2;7;3;success;-1.1;94.601;-49.5;0.993;4963.6;yes
48.0;technician;married;university.degree;no;yes;no;cellular;aug;tue;64.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
20.0;student;single;high.school;no;no;no;cellular;nov;wed;187.0;2;999;0;;-3.4;92.649;-30.1;0.715;5017.5;no
47.0;entrepreneur;married;university.degree;no;yes;no;cellular;aug;tue;641.0;2;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
55.0;retired;married;university.degree;unknown;no;no;telephone;may;thu;207.0;1;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
57.0;management;married;university.degree;no;yes;no;cellular;aug;thu;77.0;2;999;0;;1.4;93.444;-36.1;4.962;5228.1;no
57.0;admin.;divorced;university.degree;no;yes;yes;cellular;nov;thu;1154.0;1;999;0;;-0.1;93.2;-42.0;4.076;5195.8;yes
45.0;blue collar;married;basic.4y;no;no;no;telephone;may;tue;44.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
28.0;technician;single;professional.course;no;no;no;cellular;may;fri;198.0;1;3;1;success;-1.8;92.893;-46.2;1.259;5099.1;yes
49.0;admin.;married;basic.9y;no;yes;no;cellular;jul;tue;73.0;2;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
40.0;blue collar;married;basic.9y;no;yes;no;cellular;may;thu;308.0;2;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
28.0;unemployed;single;high.school;no;no;no;cellular;apr;mon;97.0;1;999;0;;-1.8;93.075;-47.1;1.392;5099.1;yes
26.0;technician;married;university.degree;no;yes;no;cellular;jul;wed;175.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
52.0;technician;married;professional.course;no;yes;no;telephone;aug;mon;93.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
70.0;retired;married;professional.course;no;no;no;cellular;oct;thu;585.0;1;6;3;success;-1.1;94.601;-49.5;0.987;4963.6;yes
45.0;services;divorced;basic.4y;no;no;no;cellular;apr;thu;296.0;1;999;0;;-1.8;93.075;-47.1;1.41;5099.1;no
34.0;blue collar;married;basic.9y;no;no;no;telephone;may;thu;76.0;4;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
41.0;technician;married;professional.course;unknown;yes;no;telephone;jun;wed;649.0;3;999;0;;1.4;94.465;-41.8;4.959;5228.1;yes
43.0;services;married;basic.6y;no;no;yes;cellular;jul;thu;124.0;8;999;0;;1.4;93.918;-42.7;4.968;5228.1;no
33.0;admin.;divorced;university.degree;no;yes;no;cellular;aug;tue;249.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
38.0;entrepreneur;married;basic.4y;no;no;no;telephone;oct;fri;227.0;1;999;0;;-0.1;93.798;-40.4;4.76;5195.8;yes
43.0;admin.;divorced;basic.9y;no;yes;no;cellular;may;wed;321.0;1;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
54.0;admin.;divorced;university.degree;no;yes;no;cellular;aug;mon;80.0;2;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
31.0;blue collar;single;high.school;no;yes;no;telephone;jun;mon;750.0;2;999;0;;1.4;94.465;-41.8;4.96;5228.1;yes
47.0;blue collar;single;basic.9y;unknown;yes;no;cellular;jul;wed;318.0;1;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
33.0;unemployed;divorced;basic.9y;no;yes;no;telephone;may;wed;105.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
56.0;services;married;high.school;no;no;no;telephone;nov;thu;871.0;3;999;0;;-0.1;93.2;-42.0;4.076;5195.8;yes
31.0;services;divorced;high.school;unknown;yes;no;cellular;jul;fri;73.0;1;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
29.0;admin.;single;university.degree;no;no;no;cellular;aug;mon;122.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
23.0;services;single;high.school;no;yes;no;cellular;may;fri;103.0;5;999;0;;-1.8;92.893;-46.2;1.25;5099.1;no
28.0;blue collar;married;basic.6y;no;no;no;cellular;may;mon;146.0;3;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
43.0;blue collar;single;basic.4y;unknown;yes;no;telephone;may;mon;225.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
43.0;blue collar;single;basic.9y;no;yes;no;telephone;may;fri;171.0;4;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
36.0;services;married;basic.9y;no;yes;no;cellular;aug;fri;221.0;1;4;1;success;-2.9;92.201;-31.4;0.881;5076.2;yes
45.0;;married;;unknown;yes;yes;telephone;jun;tue;138.0;5;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
49.0;blue collar;divorced;;unknown;no;no;cellular;jul;wed;132.0;2;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
33.0;admin.;married;university.degree;no;no;no;cellular;aug;wed;140.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
;self-employed;married;professional.course;unknown;no;no;telephone;jun;fri;162.0;1;999;0;;1.4;94.465;-41.8;4.967;5228.1;no
36.0;blue collar;married;basic.6y;no;no;no;telephone;jun;wed;105.0;4;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
35.0;management;divorced;university.degree;no;no;no;cellular;dec;mon;473.0;2;999;1;failure;-3.0;92.713;-33.0;0.706;5023.5;yes
32.0;admin.;married;university.degree;unknown;no;yes;telephone;may;thu;190.0;1;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
56.0;retired;divorced;high.school;no;yes;no;telephone;may;tue;60.0;6;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
28.0;services;married;high.school;no;yes;no;telephone;may;tue;176.0;4;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
30.0;services;married;high.school;no;yes;yes;cellular;may;mon;296.0;1;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
31.0;management;single;university.degree;no;yes;no;cellular;may;thu;924.0;3;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
55.0;blue collar;married;basic.4y;unknown;yes;no;telephone;may;mon;385.0;1;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
55.0;management;married;university.degree;no;no;no;cellular;aug;mon;372.0;3;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
25.0;services;single;high.school;no;no;no;cellular;may;thu;646.0;5;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
52.0;blue collar;married;basic.4y;no;no;no;cellular;aug;fri;109.0;1;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
39.0;blue collar;single;basic.4y;no;no;yes;telephone;jun;fri;396.0;4;999;0;;1.4;94.465;-41.8;4.967;5228.1;no
63.0;retired;married;university.degree;no;no;no;telephone;aug;tue;280.0;3;999;0;;-2.9;92.201;-31.4;0.859;5076.2;no
35.0;blue collar;married;;no;yes;no;cellular;jul;thu;120.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
31.0;admin.;single;university.degree;no;no;no;telephone;apr;wed;85.0;2;999;0;;-1.8;93.075;-47.1;1.415;5099.1;no
46.0;technician;married;professional.course;no;yes;no;cellular;aug;fri;182.0;6;999;1;failure;-2.9;92.201;-31.4;0.869;5076.2;yes
45.0;admin.;married;high.school;unknown;yes;no;cellular;jul;mon;201.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
59.0;technician;divorced;university.degree;no;no;no;telephone;may;fri;281.0;2;999;0;;;;;4.857;5191.0;no
34.0;admin.;single;university.degree;no;yes;yes;cellular;mar;tue;301.0;1;3;2;success;-1.8;93.369;-34.8;0.652;5008.7;yes
38.0;blue collar;married;basic.9y;no;no;no;cellular;jul;fri;610.0;1;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
50.0;blue collar;married;basic.4y;no;yes;no;cellular;may;tue;392.0;1;999;0;;-1.8;92.893;-46.2;1.344;5099.1;yes
45.0;admin.;married;university.degree;no;yes;no;cellular;sep;fri;64.0;1;999;2;failure;-3.4;92.379;-29.8;0.741;5017.5;no
47.0;management;married;university.degree;no;no;no;cellular;sep;thu;362.0;1;17;2;success;-1.1;94.199;-37.5;0.884;4963.6;yes
22.0;services;single;professional.course;no;yes;yes;cellular;sep;tue;239.0;1;3;2;success;-3.4;92.379;-29.8;0.755;5017.5;yes
43.0;housemaid;married;basic.6y;unknown;yes;no;cellular;jul;thu;188.0;2;999;0;;;;;4.968;5228.1;no
31.0;admin.;married;university.degree;no;yes;no;telephone;nov;mon;44.0;1;999;0;;-0.1;93.2;-42.0;4.733;5195.8;no
36.0;entrepreneur;married;university.degree;unknown;yes;no;cellular;jul;thu;107.0;13;999;0;;1.4;93.918;-42.7;4.968;5228.1;no
49.0;admin.;single;high.school;no;yes;no;cellular;jul;thu;24.0;13;999;0;;1.4;93.918;-42.7;4.968;5228.1;no
82.0;retired;married;university.degree;no;yes;no;cellular;oct;tue;;1;999;0;;-3.4;92.431;-26.9;0.744;5017.5;no
26.0;student;single;high.school;no;no;no;cellular;mar;fri;215.0;1;6;3;success;-1.8;93.369;-34.8;0.649;5008.7;yes
37.0;technician;married;university.degree;no;yes;no;cellular;oct;wed;364.0;1;999;1;failure;-3.4;92.431;-26.9;0.742;5017.5;yes
30.0;student;single;;no;yes;no;cellular;mar;tue;136.0;1;9;1;success;-1.8;93.369;-34.8;0.637;5008.7;yes
68.0;retired;married;university.degree;no;no;no;cellular;jul;mon;414.0;2;12;1;success;-1.7;94.215;-40.3;0.889;4991.6;yes
42.0;technician;single;professional.course;unknown;yes;no;telephone;may;mon;152.0;2;999;0;;;;;4.857;5191.0;no
47.0;self-employed;married;basic.9y;unknown;yes;no;cellular;nov;fri;106.0;1;999;0;;-0.1;93.2;-42.0;4.021;5195.8;no
50.0;technician;married;high.school;no;yes;no;cellular;dec;mon;229.0;1;999;1;failure;-3.0;92.713;-33.0;0.717;5023.5;yes
45.0;management;married;;no;yes;no;cellular;apr;tue;379.0;3;7;1;success;-1.8;93.749;-34.6;0.642;5008.7;yes
39.0;management;married;university.degree;no;no;no;cellular;aug;thu;1321.0;6;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
51.0;admin.;married;basic.9y;no;yes;no;telephone;may;fri;368.0;5;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
49.0;management;married;university.degree;no;no;no;cellular;jul;mon;549.0;3;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
38.0;admin.;married;university.degree;no;no;no;cellular;aug;thu;177.0;3;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
33.0;technician;married;professional.course;no;yes;no;cellular;may;mon;638.0;2;999;0;;-1.8;92.893;-46.2;1.244;5099.1;yes
37.0;admin.;married;university.degree;no;yes;no;cellular;sep;wed;140.0;2;999;0;;-3.4;92.379;-29.8;0.813;5017.5;yes
25.0;services;single;high.school;no;no;yes;telephone;jul;thu;411.0;2;8;4;success;-1.7;94.215;-40.3;0.81;4991.6;yes
33.0;admin.;single;university.degree;no;yes;yes;cellular;mar;tue;187.0;1;999;0;;-1.8;92.843;-50.0;1.614;5099.1;yes
33.0;technician;married;high.school;no;yes;no;cellular;may;thu;90.0;5;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
29.0;blue collar;married;basic.6y;no;no;yes;telephone;may;tue;60.0;1;999;0;;;;;4.856;5191.0;no
38.0;technician;divorced;university.degree;no;yes;no;cellular;jul;thu;137.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
29.0;technician;married;university.degree;no;yes;no;cellular;nov;thu;150.0;1;999;0;;;;;4.592;5195.8;yes
36.0;technician;married;university.degree;no;no;no;telephone;jun;mon;1093.0;1;999;0;;1.4;94.465;-41.8;4.96;5228.1;yes
32.0;blue collar;married;basic.9y;unknown;no;no;cellular;may;mon;1880.0;2;999;0;;-1.8;92.893;-46.2;1.244;5099.1;no
41.0;admin.;married;high.school;no;no;no;cellular;may;wed;;1;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
25.0;unemployed;married;university.degree;no;no;no;cellular;jun;tue;529.0;2;999;0;;-2.9;92.963;-40.8;1.286;5076.2;yes
57.0;blue collar;married;basic.4y;unknown;no;no;cellular;aug;fri;34.0;6;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
51.0;blue collar;married;basic.9y;no;yes;no;cellular;apr;mon;104.0;4;999;0;;-1.8;93.075;-47.1;1.405;5099.1;no
36.0;self-employed;married;university.degree;no;yes;no;cellular;nov;tue;79.0;3;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
25.0;admin.;married;university.degree;no;no;no;telephone;may;fri;56.0;1;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
47.0;technician;divorced;high.school;no;yes;no;cellular;aug;wed;125.0;3;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
43.0;admin.;divorced;university.degree;no;yes;no;cellular;nov;fri;741.0;4;999;2;failure;-1.1;94.767;-50.8;1.04;4963.6;yes
42.0;services;married;university.degree;no;no;no;cellular;dec;wed;179.0;1;6;1;success;-3.0;92.713;-33.0;0.715;5023.5;yes
60.0;retired;married;university.degree;no;no;no;cellular;sep;thu;529.0;2;6;1;success;-1.1;94.199;-37.5;0.884;4963.6;yes
53.0;management;married;basic.9y;unknown;yes;yes;cellular;jul;fri;1041.0;2;999;0;;1.4;93.918;-42.7;4.963;5228.1;yes
56.0;technician;married;basic.4y;no;no;no;cellular;oct;thu;306.0;3;3;1;success;-3.4;92.431;-26.9;0.733;5017.5;yes
39.0;unemployed;married;university.degree;no;yes;no;telephone;may;mon;501.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
28.0;technician;single;high.school;no;unknown;unknown;cellular;oct;wed;84.0;1;6;1;success;-3.4;92.431;-26.9;0.742;5017.5;yes
31.0;technician;married;professional.course;no;yes;no;cellular;aug;fri;270.0;3;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
42.0;blue collar;married;basic.4y;unknown;yes;no;telephone;jun;thu;812.0;1;999;0;;1.4;94.465;-41.8;4.866;5228.1;yes
33.0;admin.;married;university.degree;no;yes;yes;cellular;may;mon;312.0;2;999;0;;-1.8;93.876;-40.0;0.685;5008.7;no
34.0;technician;married;professional.course;no;no;no;cellular;aug;mon;187.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
37.0;blue collar;married;basic.4y;no;no;no;telephone;may;fri;85.0;2;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
39.0;technician;single;university.degree;unknown;yes;no;cellular;oct;fri;217.0;1;999;0;;-3.4;92.431;-26.9;0.72;5017.5;yes
56.0;blue collar;divorced;basic.4y;no;no;no;cellular;nov;thu;134.0;1;999;0;;-3.4;92.649;-30.1;0.714;5017.5;yes
33.0;admin.;married;high.school;no;yes;no;telephone;may;fri;125.0;1;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
47.0;student;single;;no;unknown;unknown;telephone;nov;mon;145.0;1;999;0;;-0.1;93.2;-42.0;4.406;5195.8;yes
18.0;student;single;;no;yes;no;cellular;aug;wed;561.0;1;17;2;failure;-1.7;94.027;-38.3;0.9;4991.6;yes
;admin.;single;high.school;no;no;no;cellular;oct;wed;1246.0;2;999;0;;-1.1;94.601;-49.5;0.959;4963.6;yes
24.0;blue collar;single;basic.9y;no;no;no;telephone;may;tue;282.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
29.0;admin.;married;high.school;no;no;no;cellular;may;wed;54.0;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
32.0;services;married;high.school;no;no;no;telephone;jun;thu;653.0;2;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
38.0;technician;married;professional.course;no;no;no;cellular;aug;mon;923.0;1;999;1;failure;-2.9;92.201;-31.4;0.884;5076.2;yes
43.0;housemaid;married;basic.4y;unknown;no;no;telephone;may;fri;246.0;1;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
43.0;admin.;single;high.school;no;yes;no;cellular;aug;fri;231.0;3;999;0;;-2.9;92.201;-31.4;0.881;5076.2;yes
28.0;student;single;high.school;no;unknown;unknown;cellular;may;thu;97.0;2;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
27.0;admin.;divorced;high.school;no;yes;no;telephone;may;tue;206.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
60.0;management;married;university.degree;no;no;no;telephone;jun;mon;526.0;2;999;0;;1.4;94.465;-41.8;4.865;5228.1;yes
37.0;technician;divorced;professional.course;no;no;no;cellular;may;wed;329.0;1;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
62.0;technician;married;;no;no;no;cellular;jul;mon;262.0;2;999;2;failure;-1.7;94.215;-40.3;0.827;4991.6;yes
56.0;management;married;university.degree;unknown;no;yes;telephone;may;tue;92.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
37.0;blue collar;married;basic.9y;no;yes;no;cellular;may;mon;22.0;2;999;0;;-1.8;92.893;-46.2;1.244;5099.1;no
37.0;admin.;married;university.degree;no;yes;no;cellular;may;fri;286.0;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
43.0;admin.;divorced;high.school;no;unknown;unknown;cellular;apr;thu;105.0;1;999;1;failure;-1.8;93.075;-47.1;1.435;5099.1;no
38.0;blue collar;married;basic.9y;no;no;no;telephone;jun;fri;693.0;3;999;0;;1.4;94.465;-41.8;4.959;5228.1;yes
40.0;admin.;married;university.degree;no;yes;no;cellular;jul;tue;243.0;1;999;0;;-2.9;92.469;-33.6;1.044;5076.2;yes
46.0;technician;divorced;professional.course;no;yes;no;telephone;may;mon;144.0;3;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
54.0;services;divorced;high.school;no;yes;yes;cellular;oct;wed;178.0;4;3;1;success;-1.1;94.601;-49.5;1.016;4963.6;yes
33.0;blue collar;divorced;basic.4y;no;yes;no;cellular;aug;tue;395.0;1;999;0;;-2.9;92.201;-31.4;0.859;5076.2;yes
50.0;blue collar;married;basic.9y;no;yes;yes;telephone;may;mon;353.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
58.0;management;married;basic.6y;no;no;no;telephone;jun;fri;40.0;4;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
34.0;blue collar;married;basic.9y;no;yes;yes;telephone;may;wed;1479.0;4;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
32.0;housemaid;married;high.school;no;no;no;telephone;may;tue;226.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
25.0;admin.;single;university.degree;no;yes;no;cellular;may;tue;427.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
39.0;housemaid;married;university.degree;no;yes;no;telephone;may;mon;167.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
34.0;blue collar;married;basic.6y;no;no;yes;telephone;may;wed;137.0;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
25.0;services;single;high.school;no;yes;no;cellular;jun;thu;217.0;1;999;0;;-2.9;92.963;-40.8;1.26;5076.2;yes
46.0;technician;divorced;university.degree;unknown;no;no;cellular;aug;thu;16.0;18;999;0;;1.4;93.444;-36.1;4.962;5228.1;no
53.0;services;married;high.school;unknown;no;no;telephone;may;thu;113.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
85.0;housemaid;married;basic.4y;unknown;yes;no;cellular;apr;tue;167.0;1;6;2;success;-1.8;93.749;-34.6;0.642;5008.7;yes
37.0;services;married;high.school;no;no;yes;cellular;jul;mon;264.0;5;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
56.0;admin.;single;basic.9y;no;yes;no;telephone;jun;wed;341.0;2;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
40.0;blue collar;married;basic.9y;unknown;no;no;telephone;may;tue;59.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
36.0;unemployed;single;university.degree;no;no;no;cellular;aug;fri;260.0;1;999;0;;-2.9;92.201;-31.4;0.869;5076.2;no
71.0;retired;married;basic.4y;no;no;no;cellular;oct;tue;207.0;1;999;0;;-3.4;92.431;-26.9;0.728;5017.5;yes
85.0;housemaid;married;basic.4y;unknown;yes;no;cellular;apr;tue;462.0;1;999;1;failure;-1.8;93.749;-34.6;0.642;5008.7;yes
43.0;blue collar;married;basic.6y;unknown;yes;no;telephone;may;mon;286.0;4;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
38.0;self-employed;single;university.degree;no;no;yes;telephone;may;wed;270.0;2;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
34.0;admin.;single;university.degree;no;yes;no;cellular;aug;thu;377.0;6;3;1;success;-2.9;92.201;-31.4;0.851;5076.2;yes
23.0;admin.;married;basic.9y;no;yes;no;cellular;jul;mon;686.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
31.0;admin.;single;high.school;no;yes;no;cellular;nov;wed;242.0;1;999;0;;-0.1;93.2;-42.0;4.12;5195.8;no
33.0;admin.;married;university.degree;no;no;no;cellular;aug;mon;135.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
;management;married;university.degree;no;no;no;cellular;sep;wed;293.0;2;3;2;success;-1.1;94.199;-37.5;0.886;4963.6;yes
43.0;admin.;single;university.degree;no;yes;no;cellular;jul;mon;48.0;20;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
35.0;technician;single;professional.course;no;yes;no;cellular;jul;tue;577.0;6;6;1;success;-1.7;94.215;-40.3;0.835;4991.6;yes
41.0;services;single;high.school;no;yes;yes;cellular;apr;wed;264.0;2;999;0;;-1.8;93.075;-47.1;1.415;5099.1;yes
59.0;retired;married;basic.9y;no;yes;no;telephone;jun;wed;2093.0;1;999;0;;1.4;94.465;-41.8;4.962;5228.1;yes
44.0;services;married;high.school;unknown;no;no;cellular;nov;tue;43.0;2;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
51.0;housemaid;married;;no;yes;yes;cellular;apr;thu;132.0;2;999;0;;-1.8;93.075;-47.1;1.365;5099.1;no
44.0;blue collar;single;basic.4y;no;yes;no;cellular;mar;tue;1530.0;2;999;0;;-1.8;92.843;-50.0;1.51;5099.1;yes
36.0;blue collar;married;high.school;no;yes;yes;cellular;jul;wed;302.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
22.0;student;single;high.school;no;yes;yes;cellular;may;tue;131.0;2;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
42.0;technician;married;professional.course;no;no;no;telephone;may;tue;1623.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
27.0;services;single;university.degree;no;yes;no;cellular;apr;thu;297.0;1;999;0;;-1.8;93.075;-47.1;1.41;5099.1;no
38.0;housemaid;single;basic.4y;unknown;no;no;cellular;jul;mon;457.0;5;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
29.0;services;married;high.school;unknown;yes;no;cellular;may;thu;63.0;1;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
29.0;technician;single;university.degree;no;yes;yes;cellular;may;tue;485.0;2;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
45.0;blue collar;single;basic.9y;no;no;no;telephone;may;tue;643.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
33.0;blue collar;single;basic.4y;no;yes;yes;cellular;may;wed;409.0;2;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
45.0;management;married;university.degree;no;no;no;cellular;nov;tue;401.0;2;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
85.0;retired;married;professional.course;no;no;no;cellular;aug;tue;140.0;1;999;0;;-2.9;92.201;-31.4;0.883;5076.2;yes
36.0;admin.;married;university.degree;no;no;no;cellular;oct;fri;342.0;1;999;2;failure;-3.4;92.431;-26.9;0.739;5017.5;yes
41.0;management;married;;no;yes;no;cellular;may;fri;588.0;1;18;2;failure;-1.8;93.876;-40.0;0.695;5008.7;yes
50.0;self-employed;married;basic.4y;unknown;yes;no;telephone;jun;fri;313.0;1;999;0;;1.4;94.465;-41.8;4.967;5228.1;no
36.0;services;married;high.school;unknown;yes;no;telephone;may;mon;260.0;3;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
60.0;retired;married;university.degree;unknown;unknown;unknown;telephone;may;tue;81.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
36.0;blue collar;married;professional.course;no;unknown;unknown;cellular;jul;wed;153.0;3;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
50.0;admin.;married;basic.9y;unknown;yes;yes;telephone;may;tue;412.0;2;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
46.0;housemaid;married;basic.4y;no;no;no;telephone;may;wed;336.0;1;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
28.0;admin.;married;high.school;no;no;no;telephone;may;mon;165.0;5;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
65.0;retired;married;high.school;no;yes;no;cellular;oct;tue;384.0;2;999;0;;-3.4;92.431;-26.9;0.744;5017.5;yes
57.0;admin.;divorced;high.school;no;no;no;cellular;sep;tue;473.0;1;3;5;success;-1.1;94.199;-37.5;0.877;4963.6;yes
42.0;admin.;divorced;university.degree;no;yes;no;cellular;apr;fri;237.0;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no
36.0;services;married;high.school;no;yes;no;telephone;jun;fri;241.0;2;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
35.0;technician;divorced;professional.course;no;yes;no;cellular;apr;wed;612.0;1;999;0;;-1.8;93.075;-47.1;1.445;5099.1;no
30.0;admin.;single;high.school;no;yes;no;cellular;jul;tue;443.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
